,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead,tender_district_externalReference,tender_district_title_description,tender_district_location,BTC_flag,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,tender_revenueci
2136,16330,2019_FESA_11890_1,FES/654 DATED 14/02/2019,"NIT FOR SELECTION OF SENIOR CONSULTANTS (INDIVIDUALS) IN FIRE  AND EMERGENCY SERVICES, ASSAM ON CONTRACT BASIS","NIT FOR SELECTION OF SENIOR CONSULTANTS (INDIVIDUALS) IN FIRE AND EMERGENCY SERVICES, ASSAM ON CONTRACT BASIS",Services,Open Tender,Item Wise,Consultancy,2018-2019,No,No,,15-02-2019 13:30,21-02-2019 15:00,180,No,No,Offline,05-03-2019 15:00,Director- Fire and Emergency Services-Assam,Director- Fire and Emergency Services-Assam,Guwahati,781001,0.0,,,,0,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 2, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Others,,,,KAMRUP METRO,False,KAMRUP METRO,,,,
2137,16332,2019_APHC_11882_1,APHC/CS/52/2018-19_ERSS,ERSS including Internal Electrification,Construction of State Emergency Response Support System Under ERSS Project of Govt of India including Internal Electrification at Terrace Floor 3rd Floor of Control Room Building Ulubari Guwahati 7,Works,Open Tender,Item Rate,Civil Works - Building,2018-2019,No,No,,15-02-2019 14:00,,60,No,No,Offline,21-02-2019 14:30,Assam Police Housing Corporation Ltd,Assam Police Housing Corporation Ltd,Ulubari Guwahati 7,781007,3.0,,,,12406800,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 1, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Others,,,KAMRUP METRO,KAMRUP METRO,False,KAMRUP METRO,'ULUBARI',DIMORIA,Guwahati,Guwahati
2183,16878,2019_FESA_12302_1,F and ES/PS/2003/103/Pt-VI/735,Supply of 258(Two Hundred Fifty Eight) nos. Wet Suits(PPE) for State Disaster Response Force (SDRF),supply of 258(Two Hundred Fifty Eight) nos. Wet Suits(PPE) for State Disaster Response Force (SDRF),Works,Limited,Item Rate,Composite Works,2018-2019,No,No,,27-02-2019 14:00,,365,No,No,Not Applicable,07-03-2019 15:00,Director- Fire and Emergency Services-Assam,Director- Fire and Emergency Services-Assam,Panbazar Guwahati,781001,3.0,13-08-2019 00:00,4721400,M/S SATI DRUGS and SURGICALS,14156460,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,{'sdrf': 2},,,KAMRUP METRO,False,KAMRUP METRO,,,,
2184,16880,2019_FESA_12313_1,F and ES/PS/2003/103/Pt-VI/736,supply of 258(Two Hundred Fifty Eight) nos. Safety Helmets with Neck Protector and Side Mounted Flashlight for State Disaster Response Force (SDRF) personnel,supply of 258(Two Hundred Fifty Eight) nos. Safety Helmets with Neck Protector and Side Mounted Flashlight for State Disaster Response Force (SDRF) personnel,Works,Limited,Item Rate,Composite Works,2018-2019,No,No,,27-02-2019 14:00,,365,No,No,Not Applicable,07-03-2019 15:00,Director- Fire and Emergency Services-Assam,Director- Fire and Emergency Services-Assam,Panbazar Guwahati,781001,3.0,09-12-2020 00:00,3929082,SYSTEM 5S PRIVATE LIMITED,7611000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,{'sdrf': 2},,,KAMRUP METRO,False,KAMRUP METRO,,,,
2195,16970,2019_PWBNH_12386_1,Stadium Latasil Gr. E,"Providing Flood Lighting in the Proposed Stadium at Latasil in Guwahati, Kamrup (M) District of Assam","Providing Flood Lighting in the Proposed Stadium at Latasil in Guwahati, Kamrup (M) District of Assam",Works,Open Tender,Item Rate,Electrical Works,2018-2019,No,No,,02-03-2019 12:00,05-03-2019 12:00,180,No,No,Offline,18-03-2019 15:30,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Public Works Building and NH Department,Latasil,781001,0.0,,,,20854521,To be Opened,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'gr': 1},,KAMRUP METRO,,False,KAMRUP METRO,,,Guwahati,Guwahati
2229,17433,2019_DoWR_12738_1,GHY.WEST/2018-19/UTTARAN/I,Anti Erosion measures to protect Janata Bazar,Anti Erosion measures to protect Janata Bazar and Jaljali Guide Bund from the erosion of river Jaljali.,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,27-03-2019 18:00,,180,No,No,Offline,18-04-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,MIRZA,781101,13.0,,,,98927646,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 3, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'anti erosion': 2, 'erosion': 3, 'bund': 1}",KAMRUP METRO,,,False,KAMRUP METRO,,,,
2273,17947,2019_APHC_13218_1,APHC/CS/52/2018-19_ERSS(C),Construction of State Emergency Response Support System Under ERSS Project of Govt. of India,"Construction of State Emergency Response Support System Under ERSS Project of Govt. of India at Terrace Floor ( 3rd Floor) of Control Room Building , Ulubari, Guwahati-7",Works,Open Tender,Item Rate,Civil Works - Building,2019-2020,No,No,,20-06-2019 14:00,24-06-2019 14:00,120,No,No,Offline,27-06-2019 14:30,Assam Police Housing Corporation Ltd,Assam Police Housing Corporation Ltd,"Ulubari, Guwahati",781007,3.0,,,,8818973,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 2, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Others,,,KAMRUP METRO,KAMRUP METRO,False,KAMRUP METRO,'ULUBARI',DIMORIA,Guwahati,Guwahati
2292,18143,2019_FESA_13419_1,F AND ES/PS/271/PT II/2151,"Procurement of 3 Nos. Water Bowser for Fire and Emergency Services, Assam including chassis","Procurement of 3 Nos. Water Bowser for Fire and Emergency Services, Assam including chassis",Works,Open Tender,Works,Composite Works,2019-2020,No,Yes,,01-07-2019 09:00,08-07-2019 15:00,365,No,No,Offline,01-08-2019 15:00,Director- Fire and Emergency Services-Assam,Director- Fire and Emergency Services-Assam,Panbazar Guwahati,781001,6.0,,,,10000000,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 2, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Others,,,,KAMRUP METRO,False,KAMRUP METRO,,,,
2293,18166,2019_FESA_13428_1,F AND ES/PS/SDRF/189/PT II/2164,Supply of Essential Search and Rescue Equipment for State Disaster Response Force,Supply of Essential Search and Rescue Equipment for State Disaster Response Force (SDRF),Works,Open Tender,Works,Composite Works,2019-2020,No,Yes,,02-07-2019 09:00,08-07-2019 15:00,365,No,No,Offline,01-08-2019 15:00,Director- Fire and Emergency Services-Assam,Director- Fire and Emergency Services-Assam,Panbazar Guwahati,781001,10.0,,,,13831813,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,{'sdrf': 2},,,KAMRUP METRO,False,KAMRUP METRO,,,,
2326,18496,2019_ASDMA_13704_1,RGR/ASDMA/12/2019/31,"Supply, Installation, Commissioning and maintenance of Video Wall Solution, Audio video equipment etc. at the State Emergency Operation Centre","Supply, Installation, Commissioning and maintenance of Video Wall Solution, Audio video equipment etc. at the State Emergency Operation Centre For Assam State Disaster Management Authority",Works,Open Tender,Supply,Audio-Visual Equipment,2019-2020,No,No,,29-07-2019 10:00,09-08-2019 11:00,180,No,No,Offline,31-08-2019 15:00,Assam State Disaster Management Authority||Head Offcie - ASDMA,Assam State Disaster Management Authority,"SEOC, ASDMA, Janata Bhawan, Dispur",781006,4.0,,,,1000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 2, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Others,,,,KAMRUP METRO,False,KAMRUP METRO,,,,
2330,18562,2019_APHC_13774_1,APHC/CS/52/2018-19_ERSS_(C),"Construction of State Emergency Response Support System Under ERSS Project of Govt. of India at  Terrace Floor ( 3rd Floor) of Control Room Building , Ulubari, Guwahati-7","Construction of State Emergency Response Support System Under ERSS Project of Govt. of India at Terrace Floor ( 3rd Floor) of Control Room Building , Ulubari, Guwahati-7",Works,Open Tender,Item Rate,Civil Works - Building,2019-2020,No,No,,02-08-2019 16:00,05-08-2019 14:00,120,No,No,Offline,08-08-2019 14:30,Assam Police Housing Corporation Ltd,Assam Police Housing Corporation Ltd,"Ulubari, Guwahati",781007,3.0,,,,8818973,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 2, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Others,,,KAMRUP METRO,KAMRUP METRO,False,KAMRUP METRO,'ULUBARI',DIMORIA,Guwahati,Guwahati
2331,18574,2019_ASDMA_13785_1,ASDMA/45/2018/65,Supply of 20 Pax Mechanized Boats for relief operation to Assam State Disaster Management Authority,Supply of 20 Pax Mechanized Boats for relief operation to Assam State Disaster Management Authority,Goods,Open Tender,Supply,Supply of Materials,2019-2020,No,No,,03-08-2019 15:00,,180,No,No,Offline,26-08-2019 15:00,Assam State Disaster Management Authority||Head Offcie - ASDMA,Assam State Disaster Management Authority,"ASDMA, Janata Bhawan, Dispur",781006,4.0,,,,0,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 2, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'relief': 2},,,KAMRUP METRO,False,KAMRUP METRO,,,,
2335,18700,2019_APHC_13881_1,APHC/CS/52/2018-19_ERSS,"Construction of State Emergency Response Support System Under ERSS Project of Govt. of India at  Terrace Floor ( 3rd Floor) of Control Room Building , Ulubari, Guwahati-7","Construction of State Emergency Response Support System Under ERSS Project of Govt. of India at Terrace Floor ( 3rd Floor) of Control Room Building , Ulubari, Guwahati-7",Works,Open Tender,Item Rate,Civil Works - Building,2019-2020,No,No,,17-08-2019 16:00,21-08-2019 14:00,120,No,No,Offline,26-08-2019 14:30,Assam Police Housing Corporation Ltd,Assam Police Housing Corporation Ltd,"Ulubari, Guwahati",781007,4.0,,,,8818973,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 2, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Others,,,KAMRUP METRO,KAMRUP METRO,False,KAMRUP METRO,'ULUBARI',DIMORIA,Guwahati,Guwahati
2349,18966,2019_FESA_14114_1,F and ES/PS/SDRF/189/Pt-II/3066,Procurement of 1(one) No. Aerial Drones for State Disaster Response Force,Procurement of 1(one) No. Aerial Drones for State Disaster Response Force,Works,Open Tender,Supply,Composite Works,2019-2020,No,Yes,,10-09-2019 17:00,24-09-2019 15:00,365,No,No,Offline,11-10-2019 15:00,Director- Fire and Emergency Services-Assam,Director- Fire and Emergency Services-Assam,Panbazar Guwahati,781001,9.0,,,,3333000,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,{'sdrf': 1},,,KAMRUP METRO,False,KAMRUP METRO,,,,
2350,18967,2019_FESA_14116_1,F AND ES/PS/271/Pt-II/3067,"Procurement of 1(one) No. Fire Fighting Robots for Fire and Emergency Services, Assam","Procurement of 1(one) No. Fire Fighting Robots for Fire and Emergency Services, Assam",Works,Open Tender,Supply,Composite Works,2019-2020,No,Yes,,10-09-2019 17:00,24-09-2019 15:00,365,No,No,Offline,17-10-2019 15:00,Director- Fire and Emergency Services-Assam,Director- Fire and Emergency Services-Assam,Panbazar Guwahati,781001,6.0,,,,10000000,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 2, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Others,,,,KAMRUP METRO,False,KAMRUP METRO,,,,
2351,18968,2019_FESA_14119_1,F AND ES/PS/SDRF/189/Pt-II/3065,"Procurement of 1(one) No. Side Scan Sonar for Search and Rescue Purposes for State Disaster Response Force, Assam","Procurement of 1(one) No. Side Scan Sonar for Search and Rescue Purposes for State Disaster Response Force, Assam",Works,Open Tender,Supply,Composite Works,2019-2020,No,Yes,,10-09-2019 17:00,24-09-2019 15:00,365,No,No,Offline,08-11-2019 16:00,Director- Fire and Emergency Services-Assam,Director- Fire and Emergency Services-Assam,Panbazar Guwahati,781001,3.0,,,,3500000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,{'sdrf': 1},,,KAMRUP METRO,False,KAMRUP METRO,,,,
2357,19042,2019_PWD_14186_1,CS/GCD-II/SOPD(G)/2019-20/498,ARIASP-CityII-81,Construction of 33 KV and 11/0.433KV Sub-Station for shifting due to widening of PWD Road (Widening and Strengthening of Guwahati Sonapur to Sixmile Panjabari Road including construction of RCC drain cum footpath and RCC slab culvert etc. from Ch. 0.,Works,Open Tender,Works,Civil Works,2019-2020,No,No,,18-09-2019 13:00,,180,No,No,Offline,24-09-2019 10:00,Public Works Roads Department,Public Works Roads Department,Kamrup,781021,2.0,,,,18944000,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SOPD,Preparedness Measures,"{'culvert': 1, 'drain': 1, 'rcc': 2, 'road': 2}",,KAMRUP METRO,,False,KAMRUP METRO,'SONAPUR',DIMORIA,Sonapur,Sonapur
2358,19085,2019_FESA_14218_1,F and ES/PS/271/Pt-II/3123,"Procurement of 3 Nos. Water Bowser for Fire and Emergency Services, Assam","Procurement of 3 Nos. Water Bowser for Fire and Emergency Services, Assam",Works,Open Tender,Works,Composite Works,2019-2020,No,Yes,,21-09-2019 17:00,30-09-2019 15:00,365,No,No,Offline,11-10-2019 15:00,Director- Fire and Emergency Services-Assam,Director- Fire and Emergency Services-Assam,Panbazar Guwahati,781001,8.0,,,,10000000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 2, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Others,,,,KAMRUP METRO,False,KAMRUP METRO,,,,
2382,19789,2019_DoWR_14930_1,GHY.EAST/2019-20/SOPD-G/I,Construction of 2 (two) nos of sluice gate in Digaru Right Bank embankment,Construction of 2 (two) nos of sluice gate in Digaru Right Bank embankment an Nagajan Channel (Kachutoli) and Nikhorijan Channel (Tilabasti) (Ph-1 at Nagajan Channel- Kachutoli),Works,Open Tender,Works,Civil Works,2019-2020,No,No,,25-11-2019 18:00,03-12-2019 14:00,180,No,No,Online,17-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781020,0.0,,,,46002788,To be Opened,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 2, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'embankment': 2, 'sluice': 2}",KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2391,19812,2019_DoWR_14958_1,GHY.EAST/2019-20/SOPD-G/I,Construction of 2 (two) nos of sluice gate in Digaru Right Bank embankment,Construction of 2 (two) nos of sluice gate in Digaru Right Bank embankment an Nagajan Channel (Kachutoli) and Nikhorijan Channel (Tilabasti) (Ph-1 at Nagajan Channel- Kachutoli),Works,Open Tender,Works,Civil Works,2019-2020,No,No,,26-11-2019 09:40,03-12-2019 14:00,180,No,No,Online,24-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781003,4.0,,,,46002788,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 2, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'embankment': 2, 'sluice': 2}",KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,,,,
2406,19861,2019_DoWR_14973_1,GHY.EAST/2019-20/SOPD-FDR/I,Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi Package 1,"Reconstruction of breach embankment providing back berm to R/B embankment of river Barnadi from Suktaguri to Lenga including A/E measures at Kalitapara, Mandakata and Alta area.",Works,Open Tender,Works,Civil Works,2019-2020,No,No,,26-11-2019 18:00,03-12-2019 12:00,180,No,No,Online,28-12-2019 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Guwahati,781121,1.0,,,,36599666,Technical Bid Opening,True,"{'Flood': 0, 'Embankment': 4, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 1, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Immediate Measures,{'package': 1},KAMRUP METRO,,KAMRUP METRO,False,KAMRUP METRO,'MANDAKATA',DIMORIA,Dispur,Guwahati
