,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead,tender_district_externalReference,tender_district_title_description,tender_district_location,BTC_flag,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,tender_revenueci,tender_revenueci_location,HQ_flag,REVENUE_CIRCLE_FINALISED
3460,31014,2021_AEGCL_21627_1,AEGCL/MD/OM/RangiaSipajhar/ Loc88/CICA/2021/BID,Construction of new tower replacing flood affected tower of 132 KV Rangia-Sipajhar transmission line at location 88,Construction of new tower replacing flood affected tower of 132 KV Rangia-Sipajhar transmission line at location 88,Works,Open Tender,Works,Electrical Works,2021-2022,No,No,,06-05-2021 10:00,,180,No,No,Online,03-06-2021 14:00,Assam Electricity Grid Corporation Ltd||CGM (T and T),Assam Electricity Grid Corporation Ltd,As per bid clause 1.7.0,784145,3.0,07-Aug-21,INR 2671369.00,['GANAPATI ENTERPRISE'],,AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,{'new': 2},,KAMRUP,,False,KAMRUP,,RANGIA,Rangia (Pt),"Rangia
(Pt)",,False,"Rangia
(Pt)"
3469,31062,2021_PWD_22713_18,CE/STBR/ RIDF-XXVII/03/21-22/1 Dtd. 24 -08-2021,RIDF-XXVII/ Kamrup/02 Construction of road cum embankment from Jayantipur to Kumtibari bathan road from Ch. 653.00 m to Ch. 5788.00 m with two nos link road lengths 200.00m and 65.00m(Total length 5400.00 m) under RIDF XXVII of NABARD,RIDF-XXVII/ Kamrup/02 Construction of road cum embankment from Jayantipur to Kumtibari bathan road from Ch. 653.00 m to Ch. 5788.00 m with two nos link road lengths 200.00m and 65.00m(Total length 5400.00 m) under RIDF XXVII of NABARD,Works,Open Tender,Item Rate,Civil Works – Roads,2021-2022,No,No,,02-09-2021 15:00,10-09-2021 11:00,180,No,No,Offline,24-09-2021 11:00,Public Works Roads Department,Public Works Roads Department,Rangia,781354,4.0,07-Mar-22,INR 49999500.00,"['M/s. Jaichand Lal Singhi', 'BIRENDRA KUMAR PRASAD', 'SAURABH TALUKDAR']","4,99,99,500",AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,RIDF,Preparedness Measures,"{'embankment': 2, 'road': 6}",,,KAMRUP,False,KAMRUP,"'BATHAN', 'Bathan', 'KUMTIBARI', 'Kumtibari', 'JAYANTIPUR', 'Jayantipur'",BIHDIA -JAJIKONA,Kamalpur,Kamalpur,"Rangia
(Pt)",False,"Rangia
(Pt)"
3491,31288,2022_PWD_24019_1,CS/WGTRD/SOPD(G)/2021-22/8,CRC-WGTRD-119- Mairang Rani,Restoration of Flood Damaged Mairang Rani Godown Azara Road under SDRF for the year 2017-18. (RETENDER),Works,Open Tender,Works,Civil Works,2021-2022,No,No,,13-01-2022 10:00,,180,No,No,Offline,17-01-2022 14:00,Public Works Roads Department,Public Works Roads Department,Kamrup,781021,4.0,24-Feb-22,INR 8060280.00,['Sri Binay Kalita'],"80,60,809",AOC,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Immediate Measures,{'sdrf': 1},,KAMRUP,,False,KAMRUP,"'AZARA', 'Azara'",RANI,Azara,Azara,,False,Azara
3557,31817,2022_PWD_25691_2,JT/SDRF/2021-22/39,Repairs and Restoration of Flood damaged Road from Kamchi to Jengrai Road via Goroimari Road Package No- AS-04-33 under SDRF FDR for the year 2021-22,Repairs and Restoration of Flood damaged Road from Kamchi to Jengrai Road via Goroimari Road Package No- AS-04-33 under SDRF FDR for the year 2021-22,Works,Open Tender,Works,Civil Works,2022-2023,No,No,,04-06-2022 17:00,,180,No,No,Online,14-06-2022 10:00,Public Works Roads Department||Dhemaji Road Circle||Jonai Territorial Road Division,Public Works Roads Department,SILAPATHAR,787059,3.0,20-Jul-22,INR 4984985.18,['Dipak Tipomia'],"49,85,327",AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 3, 'package': 2}",,KAMRUP,,False,KAMRUP,,GOROIMARI,Goroimari,Goroimari,,False,Goroimari
3611,32280,2021_PWD_23865_32,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Hajo_02 Construction of Road from Boromboi to Baruabari on R/B Embankment of Puthimari under RIDF XXVII for the year 2021-22 (from Ch. 50270.00m to 54895.00m and Ch. 55370.00m to 55682.00m),RE_RIDF-XXVII_Hajo_02 Construction of Road from Boromboi to Baruabari on R/B Embankment of Puthimari under RIDF XXVII for the year 2021-22 (from Ch. 50270.00m to 54895.00m and Ch. 55370.00m to 55682.00m),Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,29-12-2021 18:00,05-01-2022 12:00,180,No,No,Offline,19-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Hajo,781003,,,,"['Bhartia Infra Projects Ltd', 'BHASKAR JYOTI HALOI', 'Md Mastafa Ali', 'MP AGARWALA PVT.LTD', 'M/S Bright Engineer', 'M/S. M.P. AGARWALLA', 'Safikur Rahman', 'UPEN DEKA']","8,87,40,000",Financial Evaluation,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 2, 'road': 2}",,KAMRUP,KAMRUP,False,KAMRUP,"'PuthiMari', 'PUTHIMARI'",HAJO,Hajo,Hajo,Hajo,False,Hajo
3654,32568,2020_PWD_19362_1,NKTRD/SOPD/Tech./NIT/01/2380,"Construction of (1) Road from NH-31 to Dipteswari Temple road to Chepti Bihdia road via 26 No. Nakul L.P School (L_1.180 Km ), (2) SPT Br. No. 1/1 on 3 No. Kekohati Bathou Mandir to Nona river embankment over Ghoga Jaan to Baralia River under SOPD","Construction of (1) Road from NH-31 to Dipteswari Temple road to Chepti Bihdia road via 26 No. Nakul L.P School (L_1.180 Km ), (2) SPT Br. No. 1/1 on 3 No. Kekohati Bathou Mandir to Nona river embankment over Ghoga Jaan to Baralia River under SOPD",Works,Open Tender,Item Rate,Civil Works – Roads,2020-2021,No,No,,20-11-2020 11:00,,90,No,No,Offline,30-11-2020 13:00,Public Works Roads Department,Public Works Roads Department,Rangia,781354,1.0,11-Jan-21,INR 11294100.00,"['Jayanta Sarma', 'SANATAN DAS']",,AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'embankment': 2, 'road': 6}",,,KAMRUP,False,KAMRUP,"'Bihdia', 'BIHDIA', 'CHEPTI', 'Chepti', 'Kekohati'",RANGIA,Rangia Pt,"Rangia
(Pt)","Rangia
(Pt)",False,"Rangia
(Pt)"
3663,32599,2021_PWD_23865_33,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Kamalpur_01 Construction of Road cum Embankment from R.G. Railway line to Boromboi on R/B embankment of of Puthimari river under RIDF-XXVII of NABARD for the year 2021-22 (Ch. 31000.0 M to Ch. 36500.00M),RE_RIDF-XXVII_Kamalpur_01 Construction of Road cum Embankment from R.G. Railway line to Boromboi on R/B embankment of of Puthimari river under RIDF-XXVII of NABARD for the year 2021-22 (Ch. 31000.0 M to Ch. 36500.00M),Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,29-12-2021 18:00,05-01-2022 12:00,180,No,No,Offline,19-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Kamalpur,781003,,,,"['ARIFUDDIN AHMED', 'Rang Private Limited', 'Safikur Rahman', 'SIDDHARTHA KALITA']","6,81,10,000",Financial Evaluation,True,"{'Flood': 0, 'Embankment': 4, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 4, 'road': 2}",,KAMRUP,KAMRUP,False,KAMRUP,"'PuthiMari', 'PUTHIMARI', 'KAMALPUR', 'Kamalpur'",KAMALPUR,Kamalpur,Kamalpur,Kamalpur,False,Kamalpur
3689,32772,2021_PWD_23865_31,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Hajo_01 Construction of Road from RG Railway line to Boromboi on R/B Embankment of Puthimari under RIDF-XXVII of NABARD for the year 2021-22. (From ch. 47750m to 49020M),RE_RIDF-XXVII_Hajo_01 Construction of Road from RG Railway line to Boromboi on R/B Embankment of Puthimari under RIDF-XXVII of NABARD for the year 2021-22. (From ch. 47750m to 49020M),Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,29-12-2021 18:00,05-01-2022 12:00,180,No,No,Offline,19-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Hajo,781003,,,,,"2,23,46,600",Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 2, 'road': 2}",,KAMRUP,KAMRUP,False,KAMRUP,"'PuthiMari', 'PUTHIMARI'",HAJO,Hajo,Hajo,Hajo,False,Hajo
3692,32776,2021_PWD_23865_25,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Chaygaon_01 Construction of Road cum Embankment of B/Dyke from Dharapur to Nagarbera under RIDF XXVII of NABARD for the year 2021-22 from ch. 36000.00 m to ch. 43000.00 m Chaygaon LAC,RE_RIDF-XXVII_Chaygaon_01 Construction of Road cum Embankment of B/Dyke from Dharapur to Nagarbera under RIDF XXVII of NABARD for the year 2021-22 from ch. 36000.00 m to ch. 43000.00 m Chaygaon LAC,Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,29-12-2021 18:00,05-01-2022 12:00,180,No,No,Offline,19-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Chhaygaon,781003,4.0,27-Jun-22,INR 129521700.00,['SARAIGHAT ENGINEERS'],"14,39,13,000",AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 2, 'dyke': 2, 'road': 2}",,KAMRUP,KAMRUP,False,KAMRUP,"'CHAYGAON', 'NAGARBERA', 'DHARAPUR'",CHAYGAON,Nagarbera,Nagarbera,Chhaygaon,False,Chhaygaon
3728,33067,2021_PWD_23865_24,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Boko_01 Construction of Road cum Embankment on B/Dyke from Gumi to Nagarbera from ch. 44000.00 m to ch. 49000.00 m under RIDF-XXVII of NABARD for the year 2021-22 under Boko LAC,RE_RIDF-XXVII_Boko_01 Construction of Road cum Embankment on B/Dyke from Gumi to Nagarbera from ch. 44000.00 m to ch. 49000.00 m under RIDF-XXVII of NABARD for the year 2021-22 under Boko LAC,Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,29-12-2021 18:00,05-01-2022 12:00,180,No,No,Offline,19-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Boko,781003,7.0,27-Jun-22,INR 88168500.00,"['Paresh Kalita', 'M/S. M.P. AGARWALLA', 'SARAIGHAT ENGINEERS', 'Tech.Point Engineers', 'Raju Mesh', 'North East Contractors Pvt. Ltd.']","9,79,65,000",AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 2, 'dyke': 2, 'road': 2}",,KAMRUP,KAMRUP,False,KAMRUP,'NAGARBERA',BOKO,Boko,Boko,Boko,False,Boko
3752,33231,2021_PWD_23865_34,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Kamalpur_02 Construction of Road cum Embankment from R.G. Railway line to Boromboi on R/B embankment of of Puthimari river under RIDF-XXVII of NABARD for the year 2021-22 (Ch. Ch. 36500.00M to Ch. 42000.00),RE_RIDF-XXVII_Kamalpur_02 Construction of Road cum Embankment from R.G. Railway line to Boromboi on R/B embankment of of Puthimari river under RIDF-XXVII of NABARD for the year 2021-22 (Ch. Ch. 36500.00M to Ch. 42000.00),Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,29-12-2021 18:00,05-01-2022 12:00,180,No,No,Offline,19-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Kamalpur,781003,3.0,27-Jun-22,INR 68097385.00,['Rang Private Limited'],"6,81,60,000",AOC,True,"{'Flood': 0, 'Embankment': 4, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 4, 'road': 2}",,KAMRUP,KAMRUP,False,KAMRUP,"'PuthiMari', 'PUTHIMARI', 'KAMALPUR', 'Kamalpur'",KAMALPUR,Kamalpur,Kamalpur,Kamalpur,False,Kamalpur
3771,33328,2020_PWD_19161_1,No. GRC/NIT/510./2018-19/2922 Dated.29/10/2020,KAM/GRC/SOPD(G)/ 2020-21/36,1.Karara Gaon Panchayat Chwk to Nakuchi Chwk .2.Karara Bathan Rd to Sutarkuchi via Bhakat Suba.3.Rd from 2nd Km of Karara Pingaleswar Rd to Pingaleswar Bar Pukhuri.4.H.P. Culvert at Arjuntal Chowk to Bakultal Mandir rd,Works,Open Tender,Item Rate,Civil Works – Roads,2020-2021,No,No,,03-11-2020 14:00,,90,No,No,Offline,10-11-2020 13:00,Public Works Roads Department,Public Works Roads Department,Kamalpur,781380,1.0,05-Jan-21,INR 12168000.00,"['MD. IMDAD HUSSAIN', 'Sri Dilip Bhatta', 'Sri Dilip Kumar Deka']",,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,{'culvert': 1},,,KAMRUP,False,KAMRUP,"'BATHAN', 'Bathan', 'Sutarkuchi', 'Karara', 'NAKUCHI', 'NaKuchi'",RANGIA,Rangia Pt,"Rangia
(Pt)",Kamalpur,False,Kamalpur
3815,33598,2021_PWD_23865_35,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Kamalpur_03 Construction of Road cum Embankment from R.G. Railway line to Boromboi on R/B embankment of of Puthimari river under RIDF-XXVII of NABARD for the year 2021-22 (Ch. Ch. 42000.00M to Ch. 47750.00),RE_RIDF-XXVII_Kamalpur_03 Construction of Road cum Embankment from R.G. Railway line to Boromboi on R/B embankment of of Puthimari river under RIDF-XXVII of NABARD for the year 2021-22 (Ch. Ch. 42000.00M to Ch. 47750.00),Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,29-12-2021 18:00,05-01-2022 12:00,180,No,No,Offline,19-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Kamalpur,781003,2.0,27-Jun-22,INR 68445000.00,"['Bora Electricals', 'M/S Bright Engineer']","7,60,50,000",AOC,True,"{'Flood': 0, 'Embankment': 4, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 4, 'road': 2}",,KAMRUP,KAMRUP,False,KAMRUP,"'PuthiMari', 'PUTHIMARI', 'KAMALPUR', 'Kamalpur'",KAMALPUR,Kamalpur,Kamalpur,Kamalpur,False,Kamalpur
3835,33732,2021_PWD_23865_37,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Rangia_02 Construction of road cum Embankment from Goreswar-Rangia Road to Kelleng chowk to Bonda chowk under RIDF-XXVII of NABARD for the year 2021-22 (in Rangia LAC),RE_RIDF-XXVII_Rangia_02 Construction of road cum Embankment from Goreswar-Rangia Road to Kelleng chowk to Bonda chowk under RIDF-XXVII of NABARD for the year 2021-22 (in Rangia LAC),Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,29-12-2021 18:55,05-01-2022 12:00,180,No,No,Offline,19-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Rangia,781003,,,,"['ANUPAM NIRMAN PVT. LTD.', 'DOOARS CONSTRUCTION COMPANY', 'Kishor Kalita', 'M/S DHANSIRI ASSOCIATES']","9,75,48,000",Financial Evaluation,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 2, 'road': 4}",,KAMRUP,KAMRUP,False,KAMRUP,'GORESWAR',RANGIA,Goreswar (Pt),"Rangia
(Pt)","Rangia
(Pt)",False,"Rangia
(Pt)"
3884,34075,2021_PWD_23865_36,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Rangia_01 Construction of road cum Embankment from NH-31 Dahara village to Kumtibari under RIDF-XXVII of NABARD for the year 2021-22 (in Rangia LAC),RE_RIDF-XXVII_Rangia_01 Construction of road cum Embankment from NH-31 Dahara village to Kumtibari under RIDF-XXVII of NABARD for the year 2021-22 (in Rangia LAC),Works,Open Tender,Item Rate,Civil Works,2021-2022,No,No,,29-12-2021 18:00,05-01-2022 12:00,180,No,No,Offline,19-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Rangia,781003,4.0,27-Jun-22,INR 98937900.00,"['DOOARS CONSTRUCTION COMPANY', 'ANUPAM NIRMAN PVT. LTD.']","10,99,31,000",AOC,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,RIDF,Preparedness Measures,"{'embankment': 2, 'road': 2}",,KAMRUP,KAMRUP,False,KAMRUP,"'KUMTIBARI', 'Kumtibari', 'DAHARA', 'Dahara'",RANGIA,Rangia (Pt),"Rangia
(Pt)","Rangia
(Pt)",False,"Rangia
(Pt)"
3948,34616,2021_PWD_20217_60,CE/DEV/TB/93/2020-21/33,"SOPD_G_20_21_104 Construction of (1) Athgaon Veterinary Sub-Centre via Athagaon Shiva Mandir Athgaon LP school Baragopal Mandir to Singra Borkhah connecting road (L 1.7 km), (2) Kusumpur Chowk near Durga Mandir to Puthimari River Embankment (L0.50","SOPD_G_20_21_104 Construction of (1) Athgaon Veterinary Sub-Centre via Athagaon Shiva Mandir Athgaon LP school Baragopal Mandir to Singra Borkhah connecting road (L 1.7 km), (2) Kusumpur Chowk near Durga Mandir to Puthimari River Embankment (L0.50",Works,Open Tender,Item Rate,Civil Works,2020-2021,No,No,,19-01-2021 18:55,21-01-2021 12:00,180,No,No,Offline,01-02-2021 14:30,Public Works Roads Department,Public Works Roads Department,Kamalpur,781003,2.0,25-Mar-21,INR 30585600.00,['Rang Private Limited'],,,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'embankment': 2, 'road': 2}",,,KAMRUP,False,KAMRUP,"'PuthiMari', 'ATHGAON', 'Athagaon', 'BORKHAH', 'KUSUMPUR', 'Kusumpur', 'SINGRA', 'Singra', 'PUTHIMARI'",KAMALPUR,Kamalpur,Kamalpur,Kamalpur,False,Kamalpur
